firm_name,fiscal_year,source_file,folder_name,file_name
Samsung,2021,/Users/paulkoslowsky/Github/Jakop/Data/Samsung/Samsung_2021.pdf,Samsung,Samsung_2021.pdf
Samsung,2022,/Users/paulkoslowsky/Github/Jakop/Data/Samsung/Samsung_2022.pdf,Samsung,Samsung_2022.pdf
Samsung,2023,/Users/paulkoslowsky/Github/Jakop/Data/Samsung/Samsung_2023.pdf,Samsung,Samsung_2023.pdf
Samsung,2024,/Users/paulkoslowsky/Github/Jakop/Data/Samsung/Samsung_2024.pdf,Samsung,Samsung_2024.pdf
Samsung,2025,/Users/paulkoslowsky/Github/Jakop/Data/Samsung/Samsung_2025_HalfYear.pdf,Samsung,Samsung_2025_HalfYear.pdf
