firm_name,fiscal_year,source_file,folder_name,file_name
TSMC,2021,/Users/paulkoslowsky/Github/Jakop/Data/TSMC/TSMC_2021.pdf,TSMC,TSMC_2021.pdf
TSMC,2022,/Users/paulkoslowsky/Github/Jakop/Data/TSMC/TSMC_2022.pdf,TSMC,TSMC_2022.pdf
TSMC,2023,/Users/paulkoslowsky/Github/Jakop/Data/TSMC/TSMC_2023.pdf,TSMC,TSMC_2023.pdf
TSMC,2024,/Users/paulkoslowsky/Github/Jakop/Data/TSMC/TSMC_2024.pdf,TSMC,TSMC_2024.pdf
